N	id	H	soln
120	10	180	164	-296	001011011010101000100100111101101010100011100011010110001010011010001101110110100000110110001001000110111111100011011001
120	11	180	164	-296	101101110000111010101001011101110100111101000011010011100001100001010010010000000100101000001111011000110010111001110111
120	12	180	167	-308	100111110110010001101010101100010001101010010101101100010101100000110110111010110001100100111001000111010110010100111011
120	13	180	164	-296	100101101110110011000101011100110011111010101011101011111100011001000001110010111100000001100100110100100001100011000110
120	14	180	164	-296	110011110011111011000111100000001100111100011101000101000111011011111100000000011110111110001111001111000010000011000101
120	15	180	164	-296	000111100011100000110111011111101110111100111000000101100000111010100001110101110100000000110101100000110010111010101011
120	16	180	167	-308	101101001111110000101000011100000011000001110111001010001111110101111011100000000010100011101101011111000111110101100001
120	17	180	165	-300	001101010100111001100100011001110001011110100110011001101010001011000111101001110110010010001101001000001100110111000111
120	18	180	165	-300	011011000001001011101011111100010111110100110101000111101000001111110101110101111001100001011000110110010010100100000100
120	19	180	165	-300	001011000111011111001100010000001001011101100101101000111001011000110111100111001000011011101100100110010101100001011010
122	0	183	166	-298	11101001010010011101110001011010001111110010110111010011001010111000000101010100100100011011101110110101101011100000000011
122	1	183	168	-306	00000010001011101101100100101010011100111001101101101110101100000100110001101001110101011000100110110111100101111010000100
122	2	183	167	-302	10111000111100110110011001001101111111110111000011110110011001100001000100011010010001011000000011110101110110000010000110
122	3	183	168	-306	10100010001101111011100010110010001010111010000011010001111111011100101101010011000000001010001110001110101010011011111011
122	4	183	168	-306	01001110011000000010111000000100111101111000110011100001001011000000110111011101000111101111010010110001011010110000110111
122	5	183	167	-302	11101101001100100011010001110010001010001001001100101001001100011001011011101100011101000110001011011010000110111110010011
122	6	183	167	-302	01111000111010001001110101010111110100010010100111010110011001001010100011110110100001101100011001010110100110010000110011
122	7	183	166	-298	00011111001111110110101101000000101110100010100011111000111000111110101010010001011111110011010001100100001101100000100101
122	8	183	169	-310	11110000011110001101110011000101111001100100111010110000010110101111101101001110001000001001101011100100001010110110010100
122	9	183	168	-306	01010111110100010110100010101000100101100000001111010000001101010110001100101111001011010110100101011101111111010101001101
122	10	183	167	-302	01011011000001010001100000110001100110101000001011111100111111111100001010001111101110110100101001111011111010000000001010
122	11	183	167	-302	00000101110011101000010000101111001111000111011101000110000111011101100101110111100100100010001001000010110110101111011010
122	12	183	170	-314	11101011101110000010111001101110111000111111111101000110001100100111000001100000001110001000001100010011110001011010011101
122	13	183	166	-298	00010000000101011010101010100011111100111011101111000010001001011100110111011000011000100011011110011011000001000111011101
122	14	183	166	-298	01011101010010100010110000111000110100100101100111000111011111100111001000111010000101000011110111100011011101110001100100
122	15	183	168	-306	10111010110010010011001100000011000000011000000011011101011001101101110111010110111011010000011010100101101011110010110111
122	16	183	167	-302	11011000010011100011111011010100101100011011010010100101001110111100010111111100001010101100111000011000000011111010000100
122	17	183	169	-310	11001100001101111001000111011101101111001010000001110000100100110001110011001111001110101100010010001100010011101111010100
122	18	183	167	-302	00000101110111000011000110100011100011101111001011110001100110111001000101011100000010001001010001001000111100001110111111
122	19	183	165	-294	00111001001000111111111100111011011011111010001010110110101110111001000011011000110001000100011100000100100000101000010010
124	0	186	170	-308	1001011011000101011100101001001011010101001111010010001111010001101100000010110001011010110011110000110111001010111011000101
124	1	186	172	-316	0010100010100110101111001110100100111100011111011111110010100000101000111111010000001001100100101111010000000100011010011111
124	2	186	170	-308	0011000001101110101000010100011010011001101001000001111110101000011110101101011100101110110100011011101011011100101010011000
124	3	186	169	-304	0000010111111100000101010011110011101011010010011100101010101101001000111000111100110010110010010111010111100110010001010000
124	4	186	169	-304	0001000000001101010001001010011101010001111110010001111011110111010001100001101111101101100111110110110100100001111110000111
124	5	186	171	-312	1100011000111010101011100011000111101111011101001011011010100000101001011001111111000000010001010110101100000000111010111101
124	6	186	173	-320	0000000110001011011011001010000001100011111100111100101011100001000101010010111001100100101011010111110110110010010010111101
124	7	186	170	-308	1100011110111000011100011000110101110000000011111110010011011101100111010010011000000011110001010011011010000000110111011101
124	8	186	170	-308	1001101100010011011001101101010010001101100110111100001001000010001010100010000110101010000110100101110110111101011101100110
124	9	186	169	-304	0100110010110001010010011001010101100101001000111110011110111101000011100011000100000010100111100100011001100111001100110101
124	10	186	169	-304	1001011110010101001000001011000010101000011100100110001100010010111010110100010110011001100111110111101011011011000001100111
124	11	186	170	-308	0001111000010100000010000111011010100101011110110110101111001101010010010011000010111001011111101100000110110110010111101101
124	12	186	171	-312	0100001111101100101010100100110110101110101110100011000010010101000001111010001001001111101001110011111000001111000100101001
124	13	186	170	-308	1000001111011101101001101111110010000110000101101011001111100010010001011111110111000111000000000001011101011100010011001010
124	14	186	170	-308	1010101101111101010101001001101101000110001010010011001100111001100100011000000010101110001101011011100001000001010111111100
124	15	186	169	-304	0111010111010110010111011011000101010000110111000101001011011100110100010011111100111001100000100011011011000110100000010010
124	16	186	170	-308	0100110100110000000010001100110101100010101100011010010100000100101010111110110110110001001101111101011110001010110101101001
124	17	186	168	-300	1000000011111100011001001101010011001010010010010001101001111000101010111101111111001011000010100001000101001111001110010011
124	18	186	169	-304	0001000100010111000111011000000001100111110101110100101100111010100101000010010100000110101011011010010011011111010110111000
124	19	186	170	-308	0000010010111011110000101111100101001000110110111101111001000101101010100000110111110110011100010111010001101001100010001001
126	0	189	173	-314	100111110101111010010101101110100100000110110101000111101011000101000111101010011110110110011000111100101110000010011001010000
126	1	189	172	-310	101100011011110000000010110101011011011111001010000110111010000011111000000100101111010100010100001010000110010110111101111010
126	2	189	172	-310	110101100010101000111000000011111111000011010101001000101011010111101011001101010000011010001111001110010011000100110000101001
126	3	189	172	-310	100111111010110110001101110010011010010101111111010001000110111000000001000110101010111110110011001010001000001011011110001111
126	4	189	173	-314	001101100100110001000000001010100010111110101100000001101011010111010111010111101110001000111010111111110100000010110010101110
126	5	189	172	-310	010001100010001111001000111100101110110100111010011111100000010000000101001010001110001101001111101110001101110011000011010111
